6150,1
6209,1
6303,1
6512,1
6525,1
6540,1
6819,1
6842,1
6876,1
6896,1
6935,1
6940,1
6949,2
6954,1
7021,1
7132,1
7145,1
7156,1
7157,1
7160,1
7164,1
7290,1
7291,1
7295,1
7343,1
7369,1
7397,1
7418,1
7428,1
7455,1
7469,1
7475,1
7479,1
7551,1
7558,1
7576,1
7578,1
7581,1
7595,1
7603,1
7606,1
7644,1
7645,1
7668,1
7675,1
7691,1
7693,1
7697,1
7704,1
7712,1
7716,1
7759,1
7771,1
7772,2
7779,1
7783,1
7801,1
7804,1
7817,1
7828,1
7845,1
7855,1
7890,1
7903,1
7904,1
7911,1
7913,2
7918,1
7930,1
7935,1
7945,1
7946,2
7947,1
7950,1
7953,1
7955,1
7959,1
7972,1
7973,1
7976,1
7991,1
7995,1
8002,2
8009,1
8011,1
8022,1
8027,1
8029,1
8031,1
8038,1
8050,1
8063,1
8090,1
8107,1
8120,1
8126,1
8132,1
8137,1
8144,1
8150,1
8154,1
8170,1
8171,1
8179,1
8197,1
8203,1
8210,1
8223,1
8224,1
8229,1
8230,2
8238,2
8245,1
8247,1
8255,1
8265,1
8269,1
8275,1
8279,1
8282,1
8286,1
8307,1
8332,1
8335,1
8336,1
8337,1
8338,1
8341,1
8353,2
8355,1
8365,1
8368,1
8370,1
8376,2
8381,1
8383,2
8384,1
8396,1
8403,1
8404,1
8409,1
8410,1
8411,1
8412,1
8423,1
8426,1
8428,1
8435,2
8440,1
8441,1
8443,2
8454,2
8458,1
8461,1
8462,1
8480,1
8489,1
8491,2
8499,1
8503,2
8504,1
8505,1
8506,1
8515,1
8519,1
8522,1
8526,1
8528,1
8533,1
8536,2
8545,1
8546,1
8547,1
8554,1
8558,1
8559,1
8565,1
8566,1
8572,1
8579,1
8582,1
8588,1
8589,1
8590,1
8608,1
8610,1
8611,1
8618,1
8636,2
8640,1
8641,1
8647,1
8650,2
8652,1
8655,1
8660,1
8662,1
8665,1
8666,1
8672,1
8674,1
8676,1
8677,1
8685,1
8686,1
8687,2
8690,1
8693,1
8699,1
8703,1
8708,1
8711,1
8713,2
8718,1
8721,2
8723,1
8724,2
8735,1
8740,1
8743,1
8751,2
8757,1
8766,1
8768,1
8769,1
8775,2
8777,1
8784,1
8787,2
8789,1
8790,1
8792,1
8793,1
8798,1
8799,1
8802,1
8805,2
8809,1
8813,1
8836,1
8838,3
8848,1
8850,1
8852,1
8854,1
8860,1
8866,1
8874,1
8876,1
8878,1
8880,1
8884,1
8885,1
8887,1
8893,1
8894,1
8895,1
8901,1
8907,1
8909,1
8912,1
8913,1
8918,1
8924,1
8925,1
8935,1
8937,1
8946,1
8947,3
8952,1
8957,1
8961,2
8967,1
8969,1
8972,1
8974,4
8977,1
8980,1
8981,1
8987,1
8989,1
8992,1
8998,2
8999,1
9000,1
9010,1
9011,1
9015,1
9016,1
9021,1
9023,1
9026,1
9030,1
9034,1
9040,1
9041,1
9043,3
9045,1
9049,1
9051,1
9061,1
9063,1
9064,2
9068,2
9069,1
9077,1
9078,1
9085,2
9087,1
9088,1
9096,1
9098,1
9104,2
9107,2
9109,2
9112,1
9120,1
9130,1
9133,1
9136,2
9137,2
9139,1
9144,1
9146,1
9152,1
9153,1
9154,1
9157,1
9160,1
9161,2
9162,1
9163,1
9167,1
9170,2
9173,2
9175,1
9179,1
9182,1
9186,1
9190,2
9191,1
9201,1
9204,1
9207,1
9223,1
9226,1
9232,1
9235,1
9236,2
9244,1
9246,1
9251,1
9252,1
9260,2
9262,1
9266,1
9268,1
9271,1
9272,1
9273,1
9277,1
9278,1
9280,1
9283,1
9285,1
9291,1
9292,2
9293,1
9294,1
9311,1
9312,1
9315,1
9317,1
9318,3
9320,1
9324,1
9327,2
9328,1
9330,3
9332,1
9334,1
9338,1
9340,1
9341,1
9342,1
9343,1
9345,1
9347,1
9349,1
9351,1
9359,1
9361,1
9362,1
9363,1
9367,2
9368,1
9372,1
9375,2
9383,1
9385,1
9387,1
9392,1
9394,1
9396,2
9398,2
9405,1
9406,1
9410,1
9411,1
9412,1
9414,1
9415,1
9417,1
9418,1
9419,1
9421,1
9423,2
9426,1
9428,1
9429,1
9431,1
9432,2
9435,1
9437,1
9440,1
9442,2
9443,2
9452,1
9454,1
9456,1
9459,1
9461,2
9462,1
9466,1
9468,1
9473,1
9476,1
9478,1
9479,1
9483,2
9485,1
9490,2
9492,1
9495,1
9502,1
9505,1
9509,1
9510,1
9513,1
9515,2
9516,1
9520,3
9522,1
9523,2
9529,1
9531,1
9532,1
9536,1
9537,1
9540,1
9543,1
9544,1
9546,1
9553,2
9554,1
9556,1
9557,1
9558,2
9560,3
9562,1
9565,1
9566,1
9571,1
9578,1
9580,1
9583,1
9585,1
9590,1
9593,1
9594,1
9595,2
9596,2
9599,2
9600,1
9601,1
9602,2
9606,1
9607,2
9610,1
9612,1
9613,1
9615,1
9618,2
9619,2
9623,2
9627,1
9630,1
9632,1
9639,2
9641,1
9643,1
9644,1
9645,2
9646,1
9648,1
9649,1
9656,1
9657,1
9658,1
9659,2
9663,1
9667,1
9670,1
9671,1
9674,4
9675,1
9679,1
9680,1
9686,1
9687,1
9688,1
9690,1
9691,2
9693,1
9698,1
9699,1
9701,1
9704,1
9707,2
9711,1
9712,1
9713,2
9716,1
9724,1
9726,1
9727,1
9728,1
9730,1
9731,1
9737,1
9738,2
9742,2
9744,2
9745,2
9747,1
9748,1
9749,1
9750,1
9752,3
9753,1
9754,2
9755,1
9756,1
9761,1
9762,1
9763,1
9766,1
9769,1
9771,2
9773,1
9775,1
9776,1
9778,1
9779,1
9780,1
9781,1
9783,2
9784,1
9786,1
9787,2
9793,1
9794,1
9796,2
9802,1
9806,1
9807,1
9817,2
9818,1
9819,1
9823,1
9825,2
9828,1
9832,1
9833,1
9835,2
9836,1
9842,1
9848,2
9853,1
9858,2
9859,1
9863,1
9865,1
9867,1
9868,1
9870,1
9871,1
9872,1
9875,1
9877,1
9878,1
9879,1
9881,1
9883,1
9885,1
9886,2
9887,4
9889,1
9891,1
9895,2
9899,1
9903,1
9905,1
9908,1
9911,1
9912,1
9915,1
9917,1
9921,2
9923,1
9924,1
9925,1
9926,1
9928,1
9935,1
9936,1
9937,1
9938,1
9940,1
9941,1
9942,1
9943,1
9946,2
9947,2
9949,1
9950,3
9951,1
9952,1
9955,2
9957,3
9958,1
9962,1
9968,4
9969,1
9970,1
9972,1
9976,2
9979,1
9988,1
9989,1
9992,1
9993,1
9994,1
9996,3
9997,1
10007,1
10009,1
10012,1
10013,3
10015,1
10023,1
10024,1
10025,1
10027,1
10029,1
10039,3
10040,1
10041,1
10042,1
10045,1
10046,1
10047,1
10048,1
10052,1
10054,1
10055,2
10059,1
10060,1
10061,1
10062,1
10064,2
10066,1
10067,1
10073,1
10074,1
10077,2
10078,2
10081,2
10083,1
10084,1
10085,1
10090,1
10091,1
10092,1
10093,1
10094,1
10096,1
10097,1
10098,1
10101,1
10102,1
10104,2
