615,1
621,1
630,1
651,1
653,1
654,1
682,1
684,1
688,1
690,1
694,2
695,3
702,1
713,1
715,1
716,4
729,2
730,1
734,1
737,1
740,1
742,1
743,1
746,1
747,1
748,2
755,1
756,1
758,3
760,2
761,1
764,1
765,1
767,1
768,1
769,2
770,2
771,1
772,1
776,1
777,3
778,2
780,2
782,1
783,1
785,1
786,1
789,1
790,2
791,3
792,1
793,1
794,1
795,6
796,2
797,2
798,1
799,1
800,3
801,2
802,1
803,3
804,1
805,1
806,1
809,1
811,1
812,1
813,2
814,2
815,2
817,2
818,1
820,2
821,1
822,2
823,3
824,2
825,2
826,1
827,2
828,3
829,1
831,1
833,1
834,5
835,2
836,1
837,3
838,6
840,3
841,4
842,1
843,2
844,6
845,2
846,3
848,1
849,3
850,4
851,2
852,3
853,3
854,2
855,4
856,2
857,3
858,2
859,3
861,3
862,1
864,4
865,4
866,3
867,4
868,2
869,6
870,2
871,4
872,6
874,3
875,2
876,1
877,3
878,4
879,6
880,3
881,4
884,4
885,4
886,1
887,2
888,4
889,4
890,2
891,4
892,2
893,1
894,2
895,5
896,3
897,7
898,3
899,3
900,4
901,2
902,4
903,3
904,5
905,3
906,4
907,3
908,2
909,4
910,4
911,5
912,1
913,2
914,6
915,4
916,6
917,5
918,3
919,4
920,2
921,1
922,1
923,2
924,4
925,3
926,3
927,5
928,4
929,6
931,2
932,7
933,8
934,5
935,4
936,4
937,4
938,3
939,4
940,4
941,6
942,7
943,6
944,7
945,2
946,5
947,3
948,5
949,4
950,2
951,4
952,9
953,3
954,5
955,4
956,8
957,3
958,3
959,4
960,10
961,6
962,7
963,3
964,5
965,5
966,6
967,7
968,3
969,7
970,4
971,6
972,2
973,5
974,7
975,12
976,5
977,5
978,9
979,5
980,3
981,2
982,5
983,5
984,4
985,3
986,4
987,6
988,6
989,9
990,4
991,4
992,6
993,3
994,8
995,10
996,7
997,7
998,3
999,5
1000,4
1001,6
1002,3
1003,3
1004,6
1005,6
1006,8
1007,4
1008,8
1009,6
1010,7
1011,3
1012,8
1013,2
1014,8
1015,4
1016,4
1017,5
1018,7
1019,2
1020,4
1021,4
1022,3
1023,8
1024,3
1025,5
1026,5
1027,3
1028,7
1029,7
1030,7
1031,6
1032,7
1033,6
1034,14
1035,6
1036,4
1037,2
1038,4
1039,5
1040,6
1041,4
1042,8
1043,4
1044,6
1045,4
1046,7
1047,6
1048,5
1049,3
1050,5
1051,5
1052,9
1053,11
1054,9
1055,11
1056,9
1057,7
1058,9
1059,4
1060,6
1061,2
1062,9
1063,8
1064,7
1065,10
1066,6
1067,9
1068,6
1069,7
1070,9
1071,8
1072,6
1073,5
1074,7
1075,4
1076,9
1077,7
1078,5
1079,6
1080,4
1081,6
1082,5
1083,1
1084,5
1085,7
1086,5
1087,7
1088,7
1089,6
1090,4
1091,11
1092,3
1093,6
1094,5
1095,8
1096,8
1097,6
1098,7
1099,4
1100,6
1101,5
1102,7
1103,3
1104,4
1105,6
1106,4
1107,8
1108,2
1109,5
1110,13
1111,6
1112,8
1113,4
1114,6
1115,2
1116,6
1117,6
1118,5
1119,5
1120,10
1121,6
1122,8
1123,6
1124,7
1125,10
1126,7
1127,7
1128,7
1129,5
1130,8
1131,5
1132,6
1133,6
1134,7
1135,12
1136,4
1137,7
1138,9
1139,9
1140,10
1141,10
1142,7
1143,5
1144,4
1145,6
1146,7
1147,10
1148,11
1149,3
1150,14
1151,6
1152,10
1153,8
1154,9
1155,3
1156,5
1157,4
1158,10
1159,10
1160,14
1161,8
1162,10
1163,7
1164,8
1165,13
1166,5
1167,7
1168,7
1169,5
1170,5
1171,6
1172,5
1173,11
1174,7
1175,5
1176,7
1177,8
1178,6
1179,12
1180,1
1181,8
1182,7
1183,8
1184,4
1185,10
1186,5
1187,8
1188,5
1189,4
1190,4
1191,1
1192,11
1193,5
1194,8
1195,8
1196,6
1197,9
1198,10
1199,8
1200,8
1201,6
1202,7
1203,9
1204,11
1205,12
1206,4
1207,6
1208,7
1209,10
1210,8
1211,7
1212,17
1213,6
1214,7
1215,4
1216,8
1217,10
1218,5
1219,9
1220,5
1221,5
1222,10
1223,9
1224,12
1225,6
1226,6
1227,7
1228,6
1229,4
1230,9
1231,7
1232,6
1233,10
1234,8
1235,9
1236,8
1237,11
1238,10
1239,13
1240,8
1241,12
1242,5
1243,4
1244,9
1245,11
1246,6
1247,11
1248,8
1249,8
1250,7
1251,10
1252,6
1253,7
1254,9
1255,7
1256,7
1257,15
1258,5
1259,9
1260,5
1261,10
1262,5
1263,8
1264,8
1265,8
1266,6
1267,9
1268,7
1269,7
1270,5
1271,6
1272,10
1273,7
1274,10
1275,9
1276,8
1277,10
1278,7
1279,11
1280,5
1281,12
1282,5
1283,8
1284,4
1285,6
1286,13
1287,5
1288,10
1289,9
1290,10
1291,8
1292,8
1293,8
1294,8
1295,8
1296,8
1297,6
1298,10
1299,9
1300,5
1301,8
1302,8
1303,12
1304,6
1305,9
1306,8
1307,6
1308,4
1309,7
1310,8
1311,9
1312,9
1313,4
1314,8
1315,6
1316,2
1317,6
1318,11
1319,8
1320,7
1321,9
1322,9
1323,5
1324,8
1325,6
1326,13
1327,13
1328,7
1329,5
1330,6
1331,5
1332,7
1333,7
1334,13
1335,10
1336,7
1337,8
1338,9
1339,7
1340,8
1341,5
1342,8
1343,7
1344,8
1345,3
1346,11
1347,15
1348,18
1349,9
1350,8
1351,7
1352,12
1353,10
1354,10
1355,9
1356,9
1357,6
1358,5
1359,13
1360,11
1361,11
1362,8
1363,6
1364,7
1365,11
1366,7
1367,11
1368,5
1369,9
1370,10
1371,6
1372,11
1373,9
1374,9
1375,8
1376,10
1377,10
1378,11
1379,9
1380,7
1381,6
1382,5
1383,4
1384,8
1385,5
1386,10
1387,6
1388,5
1389,8
1390,8
1391,8
1392,2
1393,9
1394,4
1395,11
1396,11
1397,2
1398,9
1399,5
1400,11
1401,11
1402,8
1403,7
1404,6
1405,10
1406,10
1407,7
1408,11
1409,7
1410,5
1411,7
1412,10
1413,17
1414,9
1415,7
1416,9
1417,9
1418,3
1419,8
1420,10
1421,11
1422,11
1423,10
1424,11
1425,11
1426,10
1427,5
1428,12
1429,6
1430,7
1431,11
1432,8
1433,8
1434,10
1435,7
1436,7
1437,11
1438,3
1439,9
1440,8
1441,13
1442,9
1443,12
1444,12
1445,6
1446,11
1447,15
1448,12
1449,6
1450,12
1451,9
1452,11
1453,10
1454,6
1455,3
